Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
112065,35,18,2,F,Married,11,P,290.8274344
148352,33,16,2,F,Single,12,P,182.0703443
173506,70,53,2,M,Married,8,P,213.597578
189302,65,47,2,M,Single,7,P,327.3019603
134669,55,34,2,M,Single,5,D,898.5889774
164563,17,0,2,F,Married,14,P,198.3257158
141018,56,35,2,F,Married,10,P,304.3149226
152593,31,10,2,F,Single,8,P,367.4919132
120215,35,18,2,M,Married,8,P,313.9556337
165566,38,20,2,F,Single,14,P,403.5861793
149808,67,50,2,F,Married,15,P,84.28116303
168782,21,2,2,M,Single,15,D,1238.855434
186875,66,48,2,F,Married,5,P,252.7599084
192468,32,12,2,M,Single,3,P,484.183253
124718,68,51,2,M,Married,7,P,67.09859785
140847,39,22,2,F,Single,14,P,380.2390255
108141,21,3,2,M,Married,4,D,883.5604761
132046,39,18,2,F,Married,10,P,348.6496435
139857,40,20,2,M,Married,4,P,467.6091343
190609,34,15,2,M,Single,1,D,602.7205126
112294,57,40,2,F,Single,9,P,420.9816334
110675,52,31,2,M,Married,5,D,679.4670175
114872,29,9,2,F,Single,0,D,655.0052795
145428,31,12,2,F,Married,8,P,306.5892045
168964,26,6,2,F,Single,7,P,346.6259326
105080,32,12,2,F,Single,8,P,388.2892987
155539,29,11,2,M,Married,7,P,319.8674797
160279,50,33,2,M,Single,12,P,352.0222124
146826,64,45,2,F,Married,2,P,106.9182747
196535,18,0,2,F,Married,11,P,217.1088822
188652,52,31,2,M,Single,10,P,393.3277765
184791,68,48,2,F,Married,7,P,129.1156282
145682,35,18,2,F,Single,7,P,481.8868022
140955,62,42,2,M,Single,3,D,591.4482438
152969,57,37,2,F,Married,15,P,142.2245697
143164,55,38,2,F,Married,9,P,280.135132
181558,52,32,2,F,Single,9,P,389.9110341
145803,22,5,2,F,Married,14,P,330.2577944
151462,36,17,2,F,Single,7,P,368.6566367
111320,46,25,2,F,Single,6,P,428.5202743
181824,21,3,2,F,Married,14,P,153.7438074
134497,62,43,2,F,Married,8,P,141.3103188
139359,30,10,2,F,Single,0,D,701.8218843
111806,17,0,2,F,Single,12,D,811.6163512
197144,31,12,2,F,Single,2,D,617.0991685
161819,55,37,2,F,Single,7,P,414.9357568
171371,26,7,2,F,Married,8,P,300.8567133
173747,28,8,2,F,Married,9,P,281.4052085
181025,60,43,2,F,Single,7,P,342.9824095
193285,53,36,2,M,Married,12,P,196.7456397
145953,27,6,2,M,Married,3,D,681.3895589
145073,68,48,2,M,Single,3,D,762.3992413
137172,28,7,2,F,Married,6,P,334.5390852
101374,45,25,2,F,Married,10,P,333.8893909
105127,18,0,2,F,Single,1,D,735.4720889
150270,51,33,2,M,Married,0,P,447.8181147
125215,55,37,2,M,Single,6,P,349.693678
155250,29,8,2,F,Single,3,D,691.0368252
153914,57,38,2,M,Married,15,P,342.0250702
104772,18,1,2,M,Single,13,D,518.4613744
199174,23,6,2,M,Single,14,D,778.4199705
122545,62,41,2,F,Single,3,P,234.0169203
107254,16,0,2,M,Single,12,D,633.0287569
163489,43,23,2,F,Married,4,P,415.3391371
128414,65,45,2,F,Single,8,P,228.7047373
139147,24,5,2,F,Single,11,P,345.91391
128135,47,29,2,M,Married,10,P,353.1585726
193990,55,38,2,M,Single,7,P,465.282525
133861,33,14,2,F,Single,1,D,898.8948057
173441,40,22,2,M,Single,1,P,468.9365058
158623,56,38,2,M,Married,10,P,361.2911271
164085,63,42,2,M,Single,9,P,272.8974502
154574,27,8,2,M,Single,10,D,505.7678196
133065,29,8,2,M,Single,1,D,757.7647701
113024,16,0,2,F,Married,6,P,274.0220669
117920,50,29,2,M,Married,10,P,367.2249058
140137,63,45,2,M,Single,0,D,769.8337762
185248,61,44,2,M,Single,15,P,176.3209485
168274,17,0,2,M,Single,10,D,765.6528906
110704,16,0,2,F,Single,8,D,674.7125191
107709,25,7,2,M,Married,4,D,838.6878046
179728,31,13,2,M,Single,9,P,436.1708524
172810,25,8,2,M,Married,15,P,269.4863751
188172,24,6,2,F,Single,14,P,402.7228306
136603,21,4,2,F,Single,12,P,278.9000884
179725,57,39,2,M,Single,12,P,412.1684969
114528,52,32,2,M,Single,5,D,916.7338256
181743,18,1,2,M,Married,13,P,434.4512132
164893,16,0,2,M,Single,12,D,837.4157377
158707,22,3,2,F,Single,12,P,410.1476426
199665,22,5,2,M,Single,15,P,296.1718486
167409,70,51,2,M,Married,6,P,122.6835746
187382,62,44,2,M,Single,4,D,592.2771478
109235,34,17,2,F,Single,7,P,445.8645954
123853,34,15,2,M,Single,1,D,609.4384353
192198,67,48,2,F,Married,7,P,29.94505399
103675,22,3,2,F,Single,11,D,531.3287706
157863,70,53,2,M,Single,6,P,115.2820125
163315,68,50,2,F,Single,15,P,45.13376464
137795,23,5,2,F,Single,12,P,367.2975155
153728,20,2,2,F,Single,11,P,297.7994598
175027,49,30,2,F,Married,1,P,443.2641355
190163,30,12,2,M,Married,8,P,444.3293777
124306,51,31,2,F,Married,14,P,151.429648
174920,19,1,2,M,Married,11,P,178.5321406
132403,29,8,2,M,Married,0,D,652.1225397
133134,23,4,2,F,Married,10,P,469.9437156
176287,64,46,2,F,Single,13,P,133.7223801
153590,57,36,2,F,Single,10,P,375.6861167
114783,66,47,2,M,Single,0,P,89.95110132
195099,25,7,2,M,Married,15,P,270.1715725
147780,35,14,2,M,Married,5,D,729.6449966
191767,69,49,2,M,Single,0,P,139.045733
131453,44,23,2,F,Single,6,P,443.1036083
181023,38,19,2,F,Single,8,P,410.1154769
182149,70,49,2,M,Married,2,P,321.0624448
177563,65,46,2,F,Married,10,P,191.1909845
145578,19,1,2,F,Married,9,P,443.6650907
106529,68,48,2,F,Single,0,P,77.05782973
111562,67,48,2,M,Married,12,P,73.79096185
187862,41,21,2,F,Single,10,P,411.9519695
132184,51,30,2,M,Single,7,P,470.7177821
198860,62,42,2,M,Single,10,P,199.4172719
106602,50,29,2,M,Single,10,P,450.7769182
134841,70,52,2,F,Single,12,P,88.01923871
128214,69,49,2,F,Married,3,P,447.4350794
191525,56,36,2,M,Married,12,P,265.3119797
176393,60,39,2,F,Single,1,P,169.8270482
173354,19,0,2,F,Single,15,P,471.6957611
139838,25,8,2,F,Married,15,P,327.7078753
176413,47,27,2,F,Single,11,P,197.830166
187364,18,0,2,F,Single,15,P,344.6924813
177610,26,9,2,F,Married,15,P,206.6178357
146752,63,44,2,F,Married,5,P,212.7331935
136007,25,8,2,M,Married,1,D,971.6615958
150125,46,28,2,F,Single,9,P,396.236596
148054,68,48,2,F,Married,14,P,85.80168233
133053,25,6,2,M,Single,10,D,1136.769929
127185,34,17,2,M,Married,4,P,432.4997239
115671,31,14,2,M,Married,13,P,380.8398167
117230,24,7,2,F,Married,11,P,288.4618053
125019,27,8,2,F,Single,12,P,144.3156563
154128,20,1,2,F,Married,12,P,396.0667996
186767,31,10,2,F,Single,7,P,417.2227443
173632,36,17,2,F,Single,12,P,377.2055573
124820,17,0,2,M,Married,12,P,390.5690694
150319,17,0,2,M,Married,11,P,432.1548344
167980,44,25,2,M,Single,2,D,594.8041445
188340,19,2,2,M,Single,8,D,737.3161446
163041,41,22,2,F,Married,14,P,164.1363746
158622,49,32,2,F,Single,15,P,191.5855411
195939,22,4,2,M,Married,12,P,296.1653493
191565,21,3,2,M,Single,10,D,591.6375591
134294,63,44,2,M,Married,6,P,34.46317069
128390,22,3,2,F,Married,12,P,190.7129418
189874,30,13,2,M,Married,7,P,332.1763765
182186,47,29,2,M,Married,1,D,626.8658744
191795,47,29,2,F,Married,3,P,399.0874425
132688,17,0,2,M,Married,8,D,569.9857577
168145,30,13,2,M,Married,11,P,298.9794918
119820,63,44,2,F,Married,3,P,484.9096114
195928,24,6,2,F,Single,0,D,1096.206474
148886,24,5,2,M,Married,12,P,277.5433395
127388,67,49,2,M,Single,14,P,35.55235284
177730,52,32,2,F,Married,0,P,486.4673105
172118,29,8,2,F,Married,15,P,228.2340701
143938,68,47,2,F,Single,6,P,333.1969856
141578,51,32,2,F,Single,15,P,206.9912785
183729,62,41,2,M,Married,14,P,106.3385177
196029,51,33,2,F,Single,6,P,419.7613
133213,48,31,2,M,Married,9,P,341.8221344
185581,55,38,2,M,Single,2,D,813.3357101
168901,33,12,2,F,Married,6,P,328.9200556
107638,61,43,2,F,Single,9,P,47.1281509
115764,63,45,2,F,Single,7,P,304.4479143
142834,16,0,2,F,Married,11,P,299.0554411
127270,20,2,2,M,Married,11,P,215.3327311
171215,23,6,2,F,Single,12,P,424.2575249
156885,29,12,2,M,Single,11,P,348.4339922
154855,52,32,2,M,Single,8,P,462.983244
147477,59,38,2,F,Single,7,P,442.349611
117037,57,38,2,M,Married,5,D,506.5945122
164812,53,32,2,M,Married,8,P,366.4283637
171283,66,49,2,F,Married,15,P,57.5769928
147230,65,48,2,M,Married,4,P,76.61165366
116510,48,28,2,F,Married,12,P,243.8562855
172127,52,31,2,F,Married,7,P,345.4512548
101787,43,24,2,F,Single,5,D,540.3638924
197533,70,52,2,F,Single,5,P,280.5897624
196191,43,25,2,F,Single,15,P,293.0462488
119238,60,39,2,F,Married,10,P,32.3286988
114899,52,31,2,M,Single,6,D,552.3598059
111460,16,0,2,F,Married,15,P,397.9675903
160947,37,16,2,F,Married,5,P,349.8526063
177787,25,8,2,F,Married,12,P,326.2332323
116697,70,50,2,F,Married,2,P,386.8985782
177652,55,37,2,F,Married,0,D,612.1433415
164800,70,53,2,M,Married,8,P,157.8844554
176289,33,13,2,M,Single,6,P,464.5138413
166581,61,41,2,M,Married,5,P,75.7535758
105242,62,44,2,M,Married,8,P,37.8728243
105716,34,15,2,F,Married,14,P,222.8087464
108971,65,46,2,F,Married,0,P,160.5910585
165655,60,43,2,M,Married,0,P,122.9757014
162354,17,0,2,F,Married,11,P,255.5687642
149644,50,32,2,F,Married,11,P,164.7838719
174582,19,0,2,M,Single,7,D,927.3547156
192044,43,22,2,F,Single,10,P,362.5033576
195553,35,16,2,M,Married,8,P,349.9969519
177272,49,29,2,F,Married,9,P,342.1803999
180084,40,21,2,M,Single,9,P,429.1482942
138566,19,0,2,M,Married,15,P,285.96304
129758,31,13,2,F,Single,15,P,175.4208202
183133,48,27,2,M,Married,6,P,408.8104413
138702,22,3,2,F,Married,15,P,127.0787797
173269,37,20,2,M,Single,3,P,481.7089095
148089,53,36,2,F,Married,11,P,126.4379963
103673,63,44,2,F,Married,15,P,245.3088282
125776,20,1,2,F,Single,0,D,1281.070759
103329,64,45,2,M,Married,4,P,348.8134872
153588,55,38,2,M,Single,7,P,422.6259844
147857,44,23,2,M,Married,4,D,700.8128781
108280,17,0,2,F,Single,11,P,407.7316449
178054,67,49,2,M,Single,11,P,171.9947345
199869,62,43,2,F,Single,0,P,434.7456671
114444,17,0,2,M,Single,12,D,642.7209895
166244,70,52,2,F,Married,9,P,220.4840155
178380,56,36,2,F,Single,14,P,133.8254731
148945,56,36,2,M,Single,8,D,510.3591905
140319,35,16,2,F,Married,1,P,487.5793938
186295,19,1,2,M,Single,14,D,706.9268496
196218,62,44,2,M,Single,8,D,518.2563145
109243,68,50,2,M,Married,11,P,164.8240283
170707,65,48,2,F,Married,12,P,67.60303585
188299,27,10,2,F,Married,2,D,553.5448463
144566,16,0,2,M,Single,8,D,702.1755846
153295,17,0,2,F,Married,6,P,476.8176623
141893,63,45,2,F,Single,4,D,579.7994154
139590,16,0,2,F,Married,11,P,394.2596954
188139,59,39,2,M,Married,8,P,384.6369469
175486,40,20,2,M,Married,2,D,518.4711624
131335,19,2,2,F,Married,9,P,483.7474678
192686,58,40,2,F,Single,1,P,481.3603897
114952,39,19,2,F,Married,10,P,317.1897689
132264,19,1,2,M,Single,10,D,554.6362621
153058,46,28,2,F,Single,1,D,593.3446961
129946,31,10,2,M,Single,5,D,629.8601463
175272,48,31,2,M,Single,9,P,422.157111
159958,64,47,2,F,Married,1,P,64.2533819
134378,60,42,2,M,Single,3,D,579.1298354
181832,43,24,2,F,Single,10,P,424.2836355
182308,67,50,2,F,Single,15,P,21.04379396
109003,65,44,2,M,Married,9,P,134.3009248
143550,34,14,2,F,Married,11,P,250.5664433
109988,59,42,2,M,Married,6,P,373.134439
115477,61,43,2,M,Single,12,P,163.6062869
167861,23,4,2,M,Married,2,D,651.4601572
148021,60,40,2,M,Single,7,P,230.7395709
178777,17,0,2,M,Married,11,P,303.444704
139569,63,45,2,M,Married,8,P,276.2114965
157957,61,44,2,F,Married,4,P,58.570891
159388,40,21,2,F,Married,5,P,479.4438256
156043,16,0,2,M,Single,14,D,508.5325412
196998,23,5,2,M,Single,11,D,676.0622962
127394,48,29,2,M,Married,14,P,162.1766053
125783,47,28,2,M,Married,3,D,526.0220163
199463,60,43,2,F,Single,5,P,236.8506906
160530,37,19,2,M,Single,1,D,532.6556978
100488,63,44,2,M,Single,3,P,115.7203446
161864,23,4,2,F,Single,14,P,484.2424026
167479,19,1,2,M,Single,12,D,764.2696764
197238,66,46,2,F,Single,0,P,106.127757
177755,62,41,2,F,Single,13,P,24.67729816
154248,58,39,2,F,Married,2,D,565.2358083
139959,21,4,2,F,Single,7,P,398.3864132
161393,67,50,2,M,Single,12,P,183.0391836
132798,27,6,2,F,Single,7,P,387.6816898
144036,28,7,2,F,Married,9,P,315.1065652
197174,57,39,2,F,Single,13,P,357.2358453
133501,16,0,2,M,Married,8,P,445.6753701
199634,25,7,2,F,Single,12,P,304.0808254
156696,24,6,2,M,Married,11,D,502.3428123
135284,30,12,2,F,Married,4,P,401.3791781
180493,54,35,2,M,Single,10,P,469.9318977
127836,45,25,2,F,Married,1,D,643.1581009
104126,44,23,2,F,Married,13,P,279.4071319
100165,24,7,2,F,Single,12,P,349.4374446
178098,59,39,2,F,Single,5,D,656.7219971
117861,63,43,2,F,Single,5,D,671.7035307
121539,60,43,2,M,Single,3,D,724.8525528
184850,51,31,2,M,Single,13,P,294.7696212
159229,70,51,2,F,Single,5,P,280.5294298
134034,36,18,2,M,Married,12,P,167.4946277
106064,25,6,2,F,Single,7,P,485.1853442
178047,31,10,2,F,Single,5,P,440.6938419
172355,60,40,2,F,Married,6,P,35.8098218
178004,31,13,2,M,Single,3,D,735.2008246
132591,26,6,2,M,Single,12,P,171.2690932
178899,53,34,2,F,Single,14,P,328.2917116
123772,44,23,2,F,Single,1,P,477.4794187
177943,69,49,2,M,Married,14,P,170.4699518
143428,43,23,2,M,Single,6,P,429.4852152
101207,27,7,2,M,Married,14,P,223.1738865
171670,25,6,2,M,Married,6,P,483.6953914
130725,61,42,2,F,Single,13,P,209.1193573
114313,36,15,2,F,Single,6,P,442.328608
166197,23,5,2,M,Single,11,D,561.1817658
123478,61,43,2,M,Single,3,P,58.82742683
182918,22,4,2,M,Single,11,D,706.4166287
120889,29,11,2,F,Married,7,P,327.1132464
158519,57,37,2,M,Married,5,P,455.0825979
199177,35,14,2,M,Married,7,P,384.541988
141824,65,47,2,M,Single,9,P,48.42269189
111528,17,0,2,F,Married,13,P,258.9133824
149451,65,46,2,M,Single,11,P,47.95475079
145387,19,1,2,F,Married,15,P,247.4912291
151043,22,3,2,M,Single,14,D,628.6636366
181062,61,42,2,M,Married,10,P,330.4881474
169627,22,5,2,F,Single,10,D,528.072594
104745,59,40,2,M,Single,2,D,918.2602107
133527,31,12,2,F,Single,15,P,271.3698987
126888,38,20,2,F,Married,14,P,241.6032239
186301,20,2,2,F,Single,9,P,496.105301
189148,43,26,2,F,Married,5,D,600.5002692
183801,31,13,2,M,Married,7,P,367.4895123
121973,66,49,2,M,Single,2,P,233.0582785
187872,24,7,2,F,Married,15,P,200.0278653
159108,58,37,2,F,Single,13,P,434.3252095
196292,38,19,2,F,Single,8,P,395.5648042
112761,51,30,2,M,Single,14,P,327.7978185
182354,32,13,2,M,Married,3,D,575.7807875
159450,53,34,2,M,Single,6,D,504.6687082
122219,63,46,2,F,Married,10,P,244.4837712
198419,18,0,2,F,Married,10,P,396.5146413
180505,16,0,2,M,Single,14,D,808.8667038
127123,17,0,2,F,Single,4,D,782.8205413
113853,22,5,2,F,Single,9,D,626.4513425
185864,16,0,2,F,Single,13,P,451.9667081
131813,35,15,2,M,Single,13,P,278.9718352
189817,64,45,2,M,Single,12,P,225.0781285
185997,60,39,2,M,Married,2,P,276.6664704
170214,38,19,2,F,Single,9,P,484.3743228
167595,25,6,2,F,Married,14,P,241.2589403
188282,27,10,2,M,Single,0,D,669.8577239
196463,63,44,2,M,Married,12,P,132.314349
164781,18,0,2,M,Single,6,D,1186.401052
128864,70,53,2,M,Married,5,P,219.9071599
173353,53,33,2,F,Single,1,D,514.7171097
119429,27,9,2,F,Single,14,P,402.6720946
132904,19,2,2,F,Single,11,P,207.188738
174936,37,16,2,M,Single,2,D,600.8962859
152174,62,45,2,F,Single,3,P,360.3568235
197762,39,19,2,M,Married,7,P,358.2851037
106374,66,48,2,M,Single,5,P,427.8914224
152632,61,42,2,M,Married,6,P,276.0410019
125622,17,0,2,M,Married,12,D,527.7419482
117263,20,1,2,M,Single,11,D,593.2050205
156341,67,46,2,F,Single,11,P,49.41061922
180874,61,40,2,F,Single,3,D,753.3058236
111659,49,29,2,M,Married,10,P,359.134403
153370,65,45,2,F,Single,10,P,318.5919676
123092,60,41,2,M,Single,7,P,495.8744707
145873,23,5,2,M,Single,4,D,1953.606442
138933,53,33,2,M,Single,7,P,457.7897754
170282,61,44,2,M,Married,12,P,214.3767328
134092,21,3,2,F,Single,14,P,315.7115233
117630,49,29,2,M,Married,6,P,377.9771534
195304,32,12,2,F,Married,15,P,306.6404225
126485,19,2,2,F,Married,13,P,301.062505
174470,64,47,2,M,Married,15,P,27.9400468
114127,32,14,2,F,Single,9,P,360.9385688
144296,64,43,2,M,Married,10,P,273.6257213
167940,22,3,2,M,Married,8,D,518.8089458
183321,69,48,2,F,Married,14,P,39.79180144
176585,26,5,2,F,Married,2,D,561.2020227
126288,62,44,2,F,Single,8,P,177.0450044
155157,66,47,2,M,Married,9,P,239.1793387
125221,50,33,2,F,Married,6,P,357.0360115
183777,61,41,2,F,Married,7,P,156.5355798
105878,42,21,2,M,Single,10,P,426.2098135
118035,17,0,2,M,Single,0,D,1486.388076
113400,20,2,2,F,Married,10,P,283.0697002
120162,24,7,2,F,Single,6,D,808.6426951
105991,41,22,2,M,Single,1,D,674.064058
188865,62,43,2,F,Married,10,P,189.0358649
177367,70,52,2,M,Single,2,D,577.8240207
173974,18,1,2,M,Married,7,P,418.9755266
159455,61,42,2,F,Single,8,P,373.6039557
133054,37,19,2,M,Married,9,P,309.8817858
121838,19,0,2,M,Single,12,P,470.3204577
172641,19,2,2,F,Married,12,P,362.8225461
192592,68,50,2,M,Single,2,P,454.1709307
165820,68,49,2,F,Single,13,P,111.2906968
198479,66,46,2,F,Married,3,P,243.5328737
142980,61,40,2,F,Married,11,P,167.4991317
149229,28,7,2,F,Single,10,P,482.6396475
157484,66,45,2,M,Single,8,P,80.11881426
171234,20,3,2,M,Married,10,D,578.3413716
141347,58,40,2,M,Married,4,P,432.885157
171870,51,30,2,F,Single,3,D,720.0040562
195633,46,29,2,M,Married,10,P,382.9371189
113183,46,28,2,F,Single,12,P,164.6822683
134141,68,48,2,M,Married,13,P,32.80356503
130131,61,43,2,F,Single,12,P,165.6591786
160652,19,2,2,F,Single,15,P,353.5400426
150639,40,20,2,F,Single,13,P,365.4732879
103861,19,0,2,F,Single,6,P,490.4280641
133942,65,48,2,M,Married,12,P,247.0451395
174821,22,3,2,M,Married,12,P,294.7744672
196176,63,43,2,F,Married,3,P,89.54089032
197523,31,11,2,F,Married,4,P,431.0282312
158147,29,8,2,M,Married,0,P,407.6990253
162527,62,41,2,F,Single,11,P,45.68742013
102500,64,45,2,M,Married,6,P,127.9956872
110549,42,24,2,M,Single,6,P,483.9802141
168842,20,3,2,F,Married,11,P,141.3183162
171373,17,0,2,F,Single,14,P,384.8647472
168830,59,41,2,F,Single,15,P,411.8978325
171270,68,51,2,F,Single,15,P,73.92056559
121349,16,0,2,F,Married,15,P,97.35629417
193810,26,9,2,M,Married,7,P,363.5544426
176644,34,16,2,M,Married,11,P,234.1258388
132995,25,6,2,F,Married,8,P,308.9951899
199468,19,0,2,F,Single,15,P,233.2412985
174635,60,39,2,F,Single,9,P,71.51716314
152355,70,49,2,M,Married,11,P,206.4216834
174375,23,6,2,F,Married,13,P,378.0683314
186381,59,41,2,F,Single,10,P,432.1720254
104822,65,45,2,M,Married,2,P,55.87164916
198857,54,36,2,F,Single,7,P,411.804291
138744,66,46,2,M,Single,3,P,216.9776741
163333,17,0,2,F,Married,5,D,676.4310376
161533,40,23,2,M,Single,10,P,463.6257757
158380,17,0,2,M,Single,11,P,478.3743453
110805,22,4,2,F,Single,13,P,195.6228447
183719,65,44,2,M,Single,2,P,116.8334234
172624,23,6,2,M,Single,11,D,631.0976125
108538,62,45,2,M,Single,9,P,39.28796041
109261,52,35,2,F,Married,1,D,504.5877345
170443,48,27,2,F,Single,10,P,438.8192687
115433,66,46,2,F,Married,9,P,55.19671094
119000,23,6,2,M,Single,12,D,1030.446074
185797,52,32,2,M,Single,14,P,261.9109882
178900,60,39,2,M,Married,6,P,185.0751905
192164,68,50,2,F,Single,15,P,337.3376026
146211,17,0,2,F,Single,13,P,343.6331572
168982,65,46,2,F,Single,9,P,299.1648586
163258,33,13,2,M,Single,12,P,406.8141711
172894,41,21,2,M,Married,12,P,190.0323311
113334,56,36,2,M,Married,3,D,679.1324761
180117,50,31,2,F,Married,15,P,353.8972413
183211,63,44,2,M,Single,13,P,187.1632252
143596,16,0,2,M,Married,14,P,264.5211779
146318,39,22,2,F,Married,5,D,531.1566917
100762,16,0,2,F,Single,14,D,604.4276573
150702,20,3,2,M,Single,2,D,964.5509037
198230,20,1,2,M,Single,13,P,381.605109
165496,29,9,2,M,Married,9,P,382.3871743
160562,25,8,2,M,Married,14,P,225.4093546
181395,55,38,2,F,Single,14,P,167.5431667
155862,20,3,2,F,Married,15,P,321.3449548
136031,47,29,2,F,Single,7,P,384.4920277
128068,60,40,2,M,Married,0,P,48.97986108
199655,61,43,2,M,Single,10,P,376.9877925
194432,38,17,2,F,Married,10,P,287.1500967
166422,23,6,2,F,Married,14,P,317.6692411
107793,23,4,2,M,Married,12,P,212.3423871
117228,51,30,2,M,Married,3,P,430.3243254
155076,65,46,2,M,Single,4,P,147.8135462
173739,33,12,2,M,Single,12,P,434.0823777
158716,52,33,2,F,Married,9,P,297.4858939
167148,41,24,2,M,Single,8,P,423.7351571
122220,48,30,2,F,Married,13,P,162.4063403
164526,66,47,2,M,Single,1,P,259.4806222
121135,25,6,2,M,Married,11,P,452.1485721
107756,53,34,2,F,Married,10,P,328.0856883
114318,30,9,2,F,Single,10,P,429.406501
166606,39,18,2,M,Married,13,P,343.8099988
169966,67,49,2,M,Single,0,P,228.811037
144197,23,4,2,F,Single,12,D,607.7779773
197473,67,48,2,M,Married,9,P,208.0302662
131890,22,5,2,F,Married,15,P,486.1967145
180388,63,45,2,M,Married,2,D,696.6123044
112036,42,24,2,M,Single,5,D,696.5284014
132126,60,42,2,F,Single,11,P,404.5349121
141243,64,46,2,F,Married,13,P,187.3943975
167838,37,20,2,M,Single,12,P,496.0066722
198734,27,7,2,M,Married,1,P,456.406225
143791,27,8,2,M,Single,9,P,400.293361
125378,52,35,2,F,Single,1,D,599.4664433
100314,69,52,2,F,Single,0,P,458.6602342
109978,28,10,2,M,Single,3,D,738.3157306
123980,67,50,2,F,Married,3,P,267.2641669
114057,61,41,2,F,Single,12,P,85.48223065
162791,47,29,2,M,Married,6,P,352.7070831
116963,29,8,2,M,Married,13,P,177.4783708
130883,31,10,2,M,Single,10,P,475.2954651
167663,34,14,2,F,Married,0,P,336.2421645
180458,46,29,2,M,Single,0,D,734.9538041
123835,64,43,2,F,Single,10,P,302.8175023
190213,60,43,2,F,Single,7,P,118.4561493
